individual,height_cm,sla,ldmc,species_full,lma,treatment,block,plot,vwc,sample_id,c,n,pH,doc_mg_g,tdn_mg_g,din_mg_g,don_mg_g,nh4_mg_g,nh4_n_mg_g,no3_mg_g,no3_n_mg_g,na_mg_g,k_mg_g,mg_mg_g,ca_mg_g,cl_mg_g,po4_mg_g,so4_mg_g,percent_clay_0to5,percent_clay_5to15,percent_silt_plus_clay_0to5,percent_silt_plus_clay_5to15,percent_silt_0to5,percent_silt_5to15,sand,percent_sand_5to15,shannon_bacteria_15,shannon_bacteria_5,species_richness_bacteria_15,species_richness_bacteria_5,simpson_bacteria_15,simpson_bacteria_5,shannon_fungi_5,shannon_fungi_15,species_richness_fungi_5,species_richness_fungi_15,simpson_fungi_5,simpson_fungi_15,latitude,longitude,slope,aspect,TPI,TRI,flowdir,twi,elevation,Aspect,amf_5,amf_15,EMF,ectomycorrhizae_15,other_5,other_15,PPF,plant_pathogen_15,unassigned_5,unassigned_15,litter_duff,rock,bare,mulch,biochar,nitrifiers,pcaf,Proteobacteria,Verrucomicrobiota,Chloroflexi,total_c,total_n,DOC,TDN,ammonium,nitrate,potassium,calcium,phosphate,sulfate,cations,DIN,DON
2,20,0.10754097025907362,383.3605220228385,Vaccinium sp,0.00929878164192615,0,b2,b2d,12.1,CP_B2_CTL_D_5,0.22,0.06,6.2,100.07,6.54,2,4.53,0.59,0.46,6.82,1.54,3.73,24.33,2.87,11.92,29.74,11.39,10.1,11.12,9.12,35.3,33,24.2,23.9,64.7,67,4.93221428522774,4.83369654575239,0.986455657065996,0.983689806254685,0.885153973983035,0.874176423867992,3.14192822771242,3.51276314754368,135,146,0.880568229728265,0.941538954547263,39.943024,-105.948452,19.045912599405945,115.85996565982639,-1.125,6.625,2,7.674187899619242,3058,70.85996565982639,0,0,5.3346371150000005,0.207032424,81.86929595200002,77.33328881399997,0.143959148,0.096837747,12.652107778,22.36284102,42,6,42,3.5,0,3.512313282,-0.24532133965032926,0.336428475,1.924370879,0.121114251,0.2168,0.062100000000000016,17.73,1.158,0.10500000000000001,1.209,4.31,2.112,2.018,1.789,291.95566057421325,1.314,-0.15600000000000014
1,12,0.1181058013481606,392.4818108326597,Vaccinium sp,0.00846698458996209,0,b2,b2d,12.1,CP_B2_CTL_D_5,0.22,0.06,6.2,100.07,6.54,2,4.53,0.59,0.46,6.82,1.54,3.73,24.33,2.87,11.92,29.74,11.39,10.1,11.12,9.12,35.3,33,24.2,23.9,64.7,67,4.93221428522774,4.83369654575239,0.986455657065996,0.983689806254685,0.885153973983035,0.874176423867992,3.14192822771242,3.51276314754368,135,146,0.880568229728265,0.941538954547263,39.943024,-105.948452,19.045912599405945,115.85996565982639,-1.125,6.625,2,7.674187899619242,3058,70.85996565982639,0,0,5.3346371150000005,0.207032424,81.86929595200002,77.33328881399997,0.143959148,0.096837747,12.652107778,22.36284102,42,6,42,3.5,0,3.512313282,-0.24532133965032926,0.336428475,1.924370879,0.121114251,0.2168,0.062100000000000016,17.73,1.158,0.10500000000000001,1.209,4.31,2.112,2.018,1.789,291.95566057421325,1.314,-0.15600000000000014
1,15,0.1863721571324181,164.23522334185594,Oreochrysum parryi,0.00536560833649361,0,b2,b2d,12.1,CP_B2_CTL_D_5,0.22,0.06,6.2,100.07,6.54,2,4.53,0.59,0.46,6.82,1.54,3.73,24.33,2.87,11.92,29.74,11.39,10.1,11.12,9.12,35.3,33,24.2,23.9,64.7,67,4.93221428522774,4.83369654575239,0.986455657065996,0.983689806254685,0.885153973983035,0.874176423867992,3.14192822771242,3.51276314754368,135,146,0.880568229728265,0.941538954547263,39.943024,-105.948452,19.045912599405945,115.85996565982639,-1.125,6.625,2,7.674187899619242,3058,70.85996565982639,0,0,5.3346371150000005,0.207032424,81.86929595200002,77.33328881399997,0.143959148,0.096837747,12.652107778,22.36284102,42,6,42,3.5,0,3.512313282,-0.24532133965032926,0.336428475,1.924370879,0.121114251,0.2168,0.062100000000000016,17.73,1.158,0.10500000000000001,1.209,4.31,2.112,2.018,1.789,291.95566057421325,1.314,-0.15600000000000014
2,12,0.1383339688814632,189.0547263681592,Oreochrysum parryi,0.00722888245082369,0,b2,b2d,12.1,CP_B2_CTL_D_5,0.22,0.06,6.2,100.07,6.54,2,4.53,0.59,0.46,6.82,1.54,3.73,24.33,2.87,11.92,29.74,11.39,10.1,11.12,9.12,35.3,33,24.2,23.9,64.7,67,4.93221428522774,4.83369654575239,0.986455657065996,0.983689806254685,0.885153973983035,0.874176423867992,3.14192822771242,3.51276314754368,135,146,0.880568229728265,0.941538954547263,39.943024,-105.948452,19.045912599405945,115.85996565982639,-1.125,6.625,2,7.674187899619242,3058,70.85996565982639,0,0,5.3346371150000005,0.207032424,81.86929595200002,77.33328881399997,0.143959148,0.096837747,12.652107778,22.36284102,42,6,42,3.5,0,3.512313282,-0.24532133965032926,0.336428475,1.924370879,0.121114251,0.2168,0.062100000000000016,17.73,1.158,0.10500000000000001,1.209,4.31,2.112,2.018,1.789,291.95566057421325,1.314,-0.15600000000000014
3,13,0.171251998990021,192.69649334945584,Oreochrysum parryi,0.00583934789606906,0,b2,b2d,12.1,CP_B2_CTL_D_5,0.22,0.06,6.2,100.07,6.54,2,4.53,0.59,0.46,6.82,1.54,3.73,24.33,2.87,11.92,29.74,11.39,10.1,11.12,9.12,35.3,33,24.2,23.9,64.7,67,4.93221428522774,4.83369654575239,0.986455657065996,0.983689806254685,0.885153973983035,0.874176423867992,3.14192822771242,3.51276314754368,135,146,0.880568229728265,0.941538954547263,39.943024,-105.948452,19.045912599405945,115.85996565982639,-1.125,6.625,2,7.674187899619242,3058,70.85996565982639,0,0,5.3346371150000005,0.207032424,81.86929595200002,77.33328881399997,0.143959148,0.096837747,12.652107778,22.36284102,42,6,42,3.5,0,3.512313282,-0.24532133965032926,0.336428475,1.924370879,0.121114251,0.2168,0.062100000000000016,17.73,1.158,0.10500000000000001,1.209,4.31,2.112,2.018,1.789,291.95566057421325,1.314,-0.15600000000000014
4,23,0.1767368158206284,180.30698681612637,Oreochrysum parryi,0.0056581306806778,0,b2,b2d,12.1,CP_B2_CTL_D_5,0.22,0.06,6.2,100.07,6.54,2,4.53,0.59,0.46,6.82,1.54,3.73,24.33,2.87,11.92,29.74,11.39,10.1,11.12,9.12,35.3,33,24.2,23.9,64.7,67,4.93221428522774,4.83369654575239,0.986455657065996,0.983689806254685,0.885153973983035,0.874176423867992,3.14192822771242,3.51276314754368,135,146,0.880568229728265,0.941538954547263,39.943024,-105.948452,19.045912599405945,115.85996565982639,-1.125,6.625,2,7.674187899619242,3058,70.85996565982639,0,0,5.3346371150000005,0.207032424,81.86929595200002,77.33328881399997,0.143959148,0.096837747,12.652107778,22.36284102,42,6,42,3.5,0,3.512313282,-0.24532133965032926,0.336428475,1.924370879,0.121114251,0.2168,0.062100000000000016,17.73,1.158,0.10500000000000001,1.209,4.31,2.112,2.018,1.789,291.95566057421325,1.314,-0.15600000000000014
1,8,0.13899176450073558,377.51479289940823,Vaccinium sp,0.00719467087558779,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
2,9,0.1209750861893092,388.2731498033607,Vaccinium sp,0.00826616480714995,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
3,11,0.11622650039127996,434.3434343434344,Vaccinium sp,0.00860388978962173,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
4,14,0.10177412700219424,393.0817610062893,Vaccinium sp,0.00982567995870345,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
4,20,0.12110891831534024,221.40465623296737,Oreochrysum parryi,0.00825703023287043,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
1,12,0.11055083183532652,263.69958275382476,Oreochrysum parryi,0.00904561262360804,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
2,11,0.10895752891852864,198.96538002387587,Oreochrysum parryi,0.00917788802596408,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
3,15,0.1466570080398138,207.78215355616143,Oreochrysum parryi,0.00681863085416637,m,b3,b3a,9.4,CP_B3_M_A_5,1.87,0.12,6.16,64.39,4.05,1.51,2.54,0.5,0.39,4.98,1.12,3.34,17.2,3.27,8.65,10.67,9.99,5.87,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,-0.17937603738715488,0.074257426,1.072607261,0,1.868,0.12460000000000002,11.57,0.7279,0.09,0.894,3.09,1.554,1.7954999999999999,1.0545,236.0824487201568,0.984,-0.2561
3,8,0.12623919078443258,375.49407114624506,Vaccinium sp,0.00792147029607953,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
4,7,0.11770767626587984,410.48994974874375,Vaccinium sp,0.00849562264521461,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
1,11,0.12784575902037493,392.8571428571429,Vaccinium sp,0.00782192548006718,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
2,8,0.12657735948523305,365.2647975077882,Vaccinium sp,0.00790030700645689,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
4,19,0.11552794904948256,245.5533772945999,Oreochrysum parryi,0.00865591407298058,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
3,14,0.10610965463638092,252.56204769537132,Oreochrysum parryi,0.00942421312581615,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
2,17,0.1336320063138757,211.44609686939413,Oreochrysum parryi,0.00748323719432299,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
1,12,0.12401493677764112,243.25139496305235,Oreochrysum parryi,0.00806354481148509,0,b3,b3b,6.1,CP_B3_CTL_B_5,0.66,0.07,6.08,59.6,5.96,1.41,4.55,0.37,0.28,4.97,1.12,4.61,17.22,2.91,11.62,13.62,10.57,4.65,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.99846675799999,0.28073794,0,22.639509568999998,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.2153143116979548,0.433562867,0.629091218,0,0.6648,0.07220000000000001,10.59,1.059,0.065,0.8835,3.06,2.065,1.8775,0.827,263.12235344502926,0.9484999999999999,0.11050000000000004
3,10,0.09928581578513455,404.7397769516728,Vaccinium sp,0.010071932149544,bm,b3,b3c,14.9,CP_B3_BM_C_5,3.43,0.1,6,90.8,5.64,1.76,3.89,0.34,0.27,6.58,1.49,3.7,24.77,3.19,18.09,11.06,16.37,11.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.46585754599999996,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.2358432182228736,0.168728909,2.8402699670000002,0.189820022,3.4329,0.1021,14.48,0.8997,0.05499999999999999,1.05,3.95,2.885,2.6105,1.885,315.5042410286524,1.105,-0.20529999999999993
1,14,0.1195448237807375,373.5763097949886,Vaccinium sp,0.00836506314848181,bm,b3,b3c,14.9,CP_B3_BM_C_5,3.43,0.1,6,90.8,5.64,1.76,3.89,0.34,0.27,6.58,1.49,3.7,24.77,3.19,18.09,11.06,16.37,11.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.46585754599999996,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.2358432182228736,0.168728909,2.8402699670000002,0.189820022,3.4329,0.1021,14.48,0.8997,0.05499999999999999,1.05,3.95,2.885,2.6105,1.885,315.5042410286524,1.105,-0.20529999999999993
4,10,0.1170929476341068,371.2411153635867,Vaccinium sp,0.0085402239862029,bm,b3,b3c,14.9,CP_B3_BM_C_5,3.43,0.1,6,90.8,5.64,1.76,3.89,0.34,0.27,6.58,1.49,3.7,24.77,3.19,18.09,11.06,16.37,11.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.46585754599999996,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.2358432182228736,0.168728909,2.8402699670000002,0.189820022,3.4329,0.1021,14.48,0.8997,0.05499999999999999,1.05,3.95,2.885,2.6105,1.885,315.5042410286524,1.105,-0.20529999999999993
2,13,0.11250737329354644,383.4296724470135,Vaccinium sp,0.0088883063458505,bm,b3,b3c,14.9,CP_B3_BM_C_5,3.43,0.1,6,90.8,5.64,1.76,3.89,0.34,0.27,6.58,1.49,3.7,24.77,3.19,18.09,11.06,16.37,11.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.46585754599999996,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.2358432182228736,0.168728909,2.8402699670000002,0.189820022,3.4329,0.1021,14.48,0.8997,0.05499999999999999,1.05,3.95,2.885,2.6105,1.885,315.5042410286524,1.105,-0.20529999999999993
3,16,0.13109461525254532,219.2381373415856,Oreochrysum parryi,0.00762807837738845,bm,b3,b3c,14.9,CP_B3_BM_C_5,3.43,0.1,6,90.8,5.64,1.76,3.89,0.34,0.27,6.58,1.49,3.7,24.77,3.19,18.09,11.06,16.37,11.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.46585754599999996,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.2358432182228736,0.168728909,2.8402699670000002,0.189820022,3.4329,0.1021,14.48,0.8997,0.05499999999999999,1.05,3.95,2.885,2.6105,1.885,315.5042410286524,1.105,-0.20529999999999993
