individual,height_cm,sla,ldmc,species_full,treatment,block,plot,vwc,pH,percent_clay_0to5,percent_clay_5to15,percent_silt_plus_clay_0to5,percent_silt_plus_clay_5to15,percent_silt_0to5,percent_silt_5to15,sand_0_5,percent_sand_5to15,shannon_bacteria_15,shannon_bacteria_5,species_richness_bacteria_15,species_richness_bacteria_5,simpson_bacteria_15,simpson_bacteria_5,shannon_fungi_5,shannon_fungi_15,species_richness_fungi_5,species_richness_fungi_15,simpson_fungi_5,simpson_fungi_15,latitude,longitude,slope,aspect,TPI,TRI,flowdir,twi,elevation,Aspect,amf_5,amf_15,EMF_0_5,EMF_5_15,other_5,other_15,PPF,plant_pathogen_15,unassigned_5,unassigned_15,litter_duff,rock,bare,mulch,biochar,nitrifiers,Proteobacteria,Verrucomicrobiota,Chloroflexi,total_c_0_5,total_c_5_15,total_n_0_5,total_n_5_15,DOC_0_5,DOC_5_15,TDN_0_5,TDN_5_15,ammonium_0_5,ammonium_5_15,nitrate_0_5,nitrate_5_15,potassium_0_5,potassium_5_15,calcium_0_5,calcium_5_15,phosphate_0_5,phosphate_5_15,sulfate_0_5,sulfate_5_15,cations_0_5,cations_5_15,DOCtoTDN_0_5,DOCtoTDN_5_15,CN_0_5,CN_5_15,DON_0_5,total_veg_cover,DIN_0_5,DIN_5_15,DON_5_15
3,11,0.11622650039127996,434.3434343434344,Vaccinium sp,m,b3,b3a,9.4,6.16,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,0.074257426,1.072607261,0,1.868,1.6782,0.12460000000000002,0.10230000000000004,11.57,15.91,0.7279,1.381,0.09,0.065,0.894,0.294,3.09,2.8549999999999995,1.554,2.51,1.7955,0.5445,1.0545,3.0365,236.0824487201568,289.25407353025923,1,1,14.991974317817013,1,0.45606040000000003,17,0.27183959999999996,0.1168871,1.2641129
4,14,0.10177412700219424,393.0817610062893,Vaccinium sp,m,b3,b3a,9.4,6.16,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,0.074257426,1.072607261,0,1.868,1.6782,0.12460000000000002,0.10230000000000004,11.57,15.91,0.7279,1.381,0.09,0.065,0.894,0.294,3.09,2.8549999999999995,1.554,2.51,1.7955,0.5445,1.0545,3.0365,236.0824487201568,289.25407353025923,1,1,14.991974317817013,1,0.45606040000000003,17,0.27183959999999996,0.1168871,1.2641129
4,20,0.12110891831534024,221.40465623296737,Oreochrysum parryi,m,b3,b3a,9.4,6.16,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,0.074257426,1.072607261,0,1.868,1.6782,0.12460000000000002,0.10230000000000004,11.57,15.91,0.7279,1.381,0.09,0.065,0.894,0.294,3.09,2.8549999999999995,1.554,2.51,1.7955,0.5445,1.0545,3.0365,236.0824487201568,289.25407353025923,1,1,14.991974317817013,1,0.45606040000000003,17,0.27183959999999996,0.1168871,1.2641129
1,12,0.11055083183532652,263.69958275382476,Oreochrysum parryi,m,b3,b3a,9.4,6.16,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,0.074257426,1.072607261,0,1.868,1.6782,0.12460000000000002,0.10230000000000004,11.57,15.91,0.7279,1.381,0.09,0.065,0.894,0.294,3.09,2.8549999999999995,1.554,2.51,1.7955,0.5445,1.0545,3.0365,236.0824487201568,289.25407353025923,1,1,14.991974317817013,1,0.45606040000000003,17,0.27183959999999996,0.1168871,1.2641129
2,11,0.10895752891852864,198.96538002387587,Oreochrysum parryi,m,b3,b3a,9.4,6.16,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,0.074257426,1.072607261,0,1.868,1.6782,0.12460000000000002,0.10230000000000004,11.57,15.91,0.7279,1.381,0.09,0.065,0.894,0.294,3.09,2.8549999999999995,1.554,2.51,1.7955,0.5445,1.0545,3.0365,236.0824487201568,289.25407353025923,1,1,14.991974317817013,1,0.45606040000000003,17,0.27183959999999996,0.1168871,1.2641129
3,15,0.1466570080398138,207.78215355616143,Oreochrysum parryi,m,b3,b3a,9.4,6.16,3.12,7.12,20,36.2,16.9,29,80,63.8,5.38054583768101,5.47071859020234,0.990935886719194,0.991661234190121,0.882010576823905,0.901162072109878,3.80866405958774,3.22625170143728,159,129,0.959912338836759,0.907345112633948,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.205629683,0.190896755,61.53354049700003,77.669679616,0.013708646,0.225396168,38.247121184,21.91402746100001,1,5,18.5,59,0,1.229372937,0.074257426,1.072607261,0,1.868,1.6782,0.12460000000000002,0.10230000000000004,11.57,15.91,0.7279,1.381,0.09,0.065,0.894,0.294,3.09,2.8549999999999995,1.554,2.51,1.7955,0.5445,1.0545,3.0365,236.0824487201568,289.25407353025923,1,1,14.991974317817013,1,0.45606040000000003,17,0.27183959999999996,0.1168871,1.2641129
3,8,0.12623919078443258,375.49407114624506,Vaccinium sp,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
4,7,0.11770767626587984,410.48994974874375,Vaccinium sp,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
1,11,0.12784575902037493,392.8571428571429,Vaccinium sp,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
2,8,0.12657735948523305,365.2647975077882,Vaccinium sp,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
4,19,0.11552794904948256,245.5533772945999,Oreochrysum parryi,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
3,14,0.10610965463638092,252.56204769537132,Oreochrysum parryi,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
2,17,0.1336320063138757,211.44609686939413,Oreochrysum parryi,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
1,12,0.12401493677764112,243.25139496305235,Oreochrysum parryi,0,b3,b3b,6.1,6.08,3.12,7.12,20,36.2,16.9,29,80,63.8,4.63287419206148,5.37385845886641,0.982355277428941,0.992180405306855,0.890251391022687,0.905065379519956,3.48474393838845,2.14112292766547,164,36,0.927724381024192,0.804524690812891,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.197662428,0,76.88209006000004,93.998466758,0.28073794,0,22.639509569,6.0015332390000005,47,11,26.5,0,0,3.187962254,0.433562867,0.629091218,0,0.6648,1.3097,0.07220000000000001,0.1347,10.59,15.84,1.059,1.155,0.065,0.065,0.8835,0.855,3.06,2.375,2.065,0.77,1.8775,2.1085000000000003,0.827,1.4825,263.12235344502926,186.2719788898344,1,1,9.20775623268698,1,0.80894485,46.5,0.25005514999999995,0.243617,0.911383
3,10,0.09928581578513455,404.7397769516728,Vaccinium sp,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
1,14,0.1195448237807375,373.5763097949886,Vaccinium sp,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
4,10,0.1170929476341068,371.2411153635867,Vaccinium sp,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
2,13,0.11250737329354644,383.4296724470135,Vaccinium sp,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
3,16,0.13109461525254532,219.2381373415856,Oreochrysum parryi,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
4,10,0.1272594937144699,258.3393763596809,Oreochrysum parryi,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
2,12,0.11033072616954462,217.8616768780703,Oreochrysum parryi,bm,b3,b3c,14.9,6,3.12,7.12,20,36.2,16.9,29,80,63.8,5.0272483257275304,5.8090991816677,0.989343187874811,0.994954443351932,0.899771718262302,0.919573807194635,3.43174399869772,3.08980922096677,173,83,0.902663688312074,0.895586551105091,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.016668651,0.465857546,89.54399332999999,78.19051121299998,2.157399691,0.122594091,8.281938327999999,21.221037144000004,6.5,1.5,8.5,67.25,5.25,2.066929134,0.168728909,2.840269967,0.189820022,3.4329,7.1233,0.1021,0.16530000000000003,14.48,15.78,0.8997,1.065,0.05499999999999999,0.065,1.05,0.843,3.95,3.445,2.885,2.32,2.6105,1.836,1.885,1.1115,315.5042410286524,289.64703311693995,1,1,33.62291870714986,1,0.6197975,55.5,0.2799025,0.2409062,0.8240938
3,12,0.11843023189418692,406.14657210401896,Vaccinium sp,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
2,11,0.14688904540668138,310.69540463603084,Vaccinium sp,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
1,14,0.11466521659093036,388.83632923368026,Vaccinium sp,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
4,11,0.15912282231374894,276.1116856256464,Vaccinium sp,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
2,8,0.09971775724944804,252.15803452855243,Oreochrysum parryi,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
3,19,0.09830246731564206,247.20073716248288,Oreochrysum parryi,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
4,11,0.1113040065305591,237.48804590372967,Oreochrysum parryi,b,b3,b3d,10.1,5.82,3.12,7.12,20,36.2,16.9,29,80,63.8,5.42190547323117,5.36738034233305,0.992119572383785,0.993050952189234,0.912752384158637,0.92221715851188,3.73380154704446,3.69422567474291,195,153,0.955744088150761,0.95218058208629,39.943286,-105.945505,19.18172982014413,186.0818423282845,0.125,8.375,8,6.396369360411326,3036,141.0818423282845,0,0,0.010211793,0.104963918,70.69215530999999,69.634813034,0.33698915600000007,0.236168817,28.960643754,30.024054233,47,12,16.5,0,0,3.719533326,0.473605175,1.305302068,0.231026915,2.262,4.5731,0.1037,0.1051,18.96,17.45,1.428,1.929,0.065,0.105,1.184,0.564,5.285,5.825,2.74,1.3850000000000002,1.995,0.509,1.011,1.168,351.0496808956586,272.92629434379575,1,1,21.812921890067507,1,1.1100619,38,0.31793809999999995,0.2089401,1.7200599
